,artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
723,Sech;Daddy Yankee;J Balvin;ROSALÍA;Farruko,Relación (Remix),Relación - Remix,247308,False,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,4,reggae
724,Mild High Club,Skiptracing,Homage,177493,False,0.546,0.465,5,-8.167,1,0.0287,0.153,0.00259,0.321,0.415,73.369,4,rock
725,Adele,21,Set Fire to the Rain,242973,False,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,british
726,Anıl Emre Daldal,M.,M.,223750,False,0.575,0.366,1,-13.644,0,0.0281,0.568,0.957,0.129,0.444,100.004,4,turkish
727,Rammstein,Sehnsucht,Du hast,234226,False,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,4,metal
728,Pinkfong,Pinkfong Animal Songs,Baby Shark,80927,False,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,4,children
729,Calvin Harris,Motion,Summer,222533,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,house
730,Marshmello;CHVRCHES,Here With Me,Here With Me,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,electro
731,AnnenMayKantereit;Giant Rooks,Tom's Diner,Tom's Diner,269333,False,0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,4,german
732,Zedd;Maren Morris;Grey,The Middle,The Middle,184732,False,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,edm
733,Em Beihold,Numb Little Bug,Numb Little Bug,169237,False,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,4,singer-songwriter
734,Audioslave,Audioslave,Like a Stone,293960,False,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,4,metal
735,Bad Bunny,Vete,Vete,192024,True,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4,latino
736,Wisin & Yandel;ROSALÍA,La Última Misión,Besos Moja2,229064,False,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,4,reggae
737,2Pac,All Eyez On Me,Ambitionz Az A Ridah,278386,True,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,4,funk
738,The Beatles,Abbey Road (Remastered),Come Together - Remastered 2009,259946,False,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4,psych-rock
739,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),Zombie,306440,False,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4,rock
740,Daddy Yankee,Prestige,Limbo,224693,False,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,reggaeton
741,Marshmello;Halsey,Be Kind (with Halsey),Be Kind (with Halsey),172761,False,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4,electro
742,Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,False,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,4,indie
743,Guns N' Roses,Use Your Illusion I,November Rain,536066,False,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,4,hard-rock
744,Kendrick Lamar,Mr. Morale & The Big Steppers,N95,195950,True,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4,hip-hop
745,The Killers,Hot Fuss,Mr. Brightside,222973,False,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,rock
746,Jack Harlow,First Class,First Class,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop
747,Scorpions,Crazy World,Wind Of Change,312360,False,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,4,rock
748,Burna Boy,"Love, Damini",It's Plenty,216991,True,0.776,0.565,7,-10.609,1,0.105,0.36,8.81e-05,0.308,0.53,107.035,4,dancehall
749,System Of A Down,Toxicity,Toxicity,218933,False,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3,metal
750,Bad Bunny,Un Verano Sin Ti,Un Coco,196412,False,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,4,reggaeton
751,Wisin & Yandel;ROSALÍA,La Última Misión,Besos Moja2,229064,False,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,4,latino
752,Billy Joel,Storm Front,We Didn't Start the Fire,287733,False,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,4,piano
753,Zara Larsson,So Good,Lush Life,201122,False,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,4,dance
754,Nathan Dawe;Ella Henderson,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house
755,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,215093,False,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,funk
756,Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,300840,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,r-n-b
757,System Of A Down,Hypnotize,Lonely Day,167906,False,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,3,metal
758,Phantogram;Future Islands,Black Out Days (Future Islands Remix),Black Out Days - Future Islands Remix,248346,False,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,4,indie
759,DJ Snake;Justin Bieber,Encore,Let Me Love You,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,dance
760,Sub Urban,Cradles,Cradles,209829,False,0.537,0.586,6,-1.864,1,0.314,0.265,7.04e-05,0.175,0.624,79.056,4,indie-pop
761,Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,213573,False,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4,synth-pop
762,Paloma Faith,Only Love Can Hurt Like This (Slowed Down Version),Only Love Can Hurt Like This - Slowed Down Version,257743,False,0.554,0.854,6,-6.263,0,0.0567,0.102,9.26e-05,0.554,0.387,82.012,4,british
763,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,264306,False,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,metal
764,Rammstein,Rammstein,Deutschland,322339,False,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4,industrial
765,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,313573,True,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,funk
766,The Neighbourhood,Wiped Out!,The Beach,255133,False,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4,alternative
767,The 1975,Being Funny In A Foreign Language,Oh Caroline,212568,False,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4,alt-rock
768,Wiz Khalifa;Charlie Puth,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),229525,False,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4,hip-hop
769,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",177826,True,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,alternative
770,Ozuna,Odisea,Se Preparó,188080,False,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,4,reggaeton
771,Los Legendarios;Wisin;Jhay Cortez,Los Legendarios 001,Fiel,261665,False,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,4,reggaeton
772,Imanbek;BYOR,Belly Dancer,Belly Dancer,151475,False,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,4,electro
773,24kGoldn;iann dior,El Dorado,Mood (feat. iann dior),140533,True,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,4,pop
774,Rvfv;Kikimoteleba,Tigini (Remix),Tigini (Remix),175555,False,0.782,0.655,6,-5.971,0,0.0566,0.377,0.00134,0.0749,0.662,135.018,4,latino
775,Sia,This Is Acting,Unstoppable,217746,False,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,pop
776,Camila Cabello;Young Thug,Camila,Havana (feat. Young Thug),217306,False,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,pop
777,Charlie Puth;Jung Kook;BTS,CHARLIE,Left and Right (Feat. Jung Kook of BTS),154486,False,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance
778,Rage Against The Machine,Evil Empire,Bulls On Parade,229466,True,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4,metal
779,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,alternative
780,iamjakehill,By the Sword,By the Sword,125812,True,0.685,0.76,2,-7.813,1,0.0512,0.0199,0.151,0.0866,0.781,160.035,4,emo
781,Bad Bunny;Tainy,Un Verano Sin Ti,Callaita,250533,False,0.608,0.626,2,-4.773,1,0.301,0.597,2.16e-06,0.25,0.246,176.086,4,reggaeton
782,Kygo;DNCE,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),215203,False,0.75,0.797,0,-4.826,1,0.118,0.293,0.0,0.392,0.523,105.949,4,house
783,George Ezra,Green Green Grass,Green Green Grass,167613,False,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,4,songwriter
784,Daft Punk;Pharrell Williams;Nile Rodgers,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,False,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4,electro
785,Nelly Furtado;Timbaland,Loose,Promiscuous,242293,False,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4,latin
786,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,rock
787,DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,True,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,dance
788,Foo Fighters,There Is Nothing Left To Lose,Learn to Fly,235293,False,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4,metal
789,Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,178480,False,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4,house
790,Bad Bunny,Un Verano Sin Ti,Un Ratito,176936,False,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4,reggaeton
791,Kygo;Conrad Sewell,Cloud Nine,Firestone,271640,False,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,4,house
792,Zara Larsson,So Good,Lush Life,201122,False,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,4,edm
793,Sohn Aelia,Herinneringen,Herinneringen,172357,False,0.0685,0.00342,0,-37.156,1,0.0418,0.99,0.91,0.106,0.0581,73.644,1,sleep
794,American Authors,"Oh, What A Life",Best Day Of My Life,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,indie
795,Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),Promises (with Sam Smith),213309,False,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4,house
796,Unlike Pluto;Mike Taylor,Everything Black,Everything Black,228979,False,0.62,0.864,5,-4.334,0,0.114,0.0323,0.0,0.117,0.395,98.059,4,rock
797,Daddy Yankee,Barrio Fino En Directo,Rompe,188626,True,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4,reggaeton
798,KALEO,A/B,Way down We Go,213706,False,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,alt-rock
799,Billie Eilish,Bellyache,bellyache,179172,False,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,4,electro
800,Yot Club,Bipolar,YKWIM?,212750,False,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,3,indie-pop
801,Men I Trust,Show Me How,Show Me How,215110,False,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,4,indie
802,Camila Cabello;Ed Sheeran,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance
803,Rammstein,Mutter,Sonne,272440,False,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4,german
804,Kygo;Parson James,Cloud Nine,Stole the Show,223186,False,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,4,house
805,Glass Animals,Dreamland,Heat Waves,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
806,Marc Seguí;Rauw Alejandro;Pol Granch,Tiroteo (Remix),Tiroteo - Remix,321555,False,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,4,spanish
807,Kina;Snøw,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),179080,False,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4,sad
808,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feliz Cumpleaños Ferxxo,155960,False,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,latino
809,blink-182,Enema Of The State,All The Small Things,167066,False,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4,punk
810,BANNERS,Where The Shadow Ends,Someone To You,219801,False,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,4,rock
811,Wiz Khalifa;Charlie Puth,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),229525,False,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4,pop
812,Stevie Wonder,At The Close Of A Century,I Just Called To Say I Love You,262240,False,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4,indie
813,XXXTENTACION,17,Jocelyn Flores,119133,True,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,emo
814,Calvin Harris;Ellie Goulding,Motion,Outside (feat. Ellie Goulding),227266,False,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,4,house
815,Sia,This Is Acting,Unstoppable,217746,False,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,dance
816,Stromae,Cheese,Alors on danse - Radio Edit,206066,False,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,4,house
817,Anuel AA,Brother,Brother,209578,True,0.592,0.625,10,-6.203,0,0.2,0.618,9.71e-05,0.287,0.555,166.018,4,reggaeton
818,The 1975,Being Funny In A Foreign Language,Oh Caroline,212568,False,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4,alternative
819,LE SSERAFIM,FEARLESS,Sour Grapes,196540,False,0.779,0.801,6,-5.564,0,0.0457,0.395,0.0,0.108,0.72,139.998,4,k-pop
820,Jarabe De Palo,La Flaca,La flaca,261200,False,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,4,spanish
821,Tiësto;Charli XCX,Hot In It,Hot In It,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,trance
822,Nirvana,Nevermind (Remastered),Come As You Are,218920,False,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,alternative
823,Rammstein,Mutter,Sonne,272440,False,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4,alt-rock
824,TV Girl,French Exit,Lovers Rock,213920,False,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,4,indie
825,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),214846,False,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,house
826,The Neighbourhood,I Love You.,Afraid,251186,True,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alternative
827,Marshmello;Jonas Brothers,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),154983,False,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4,house
828,Sofía Reyes;Jason Derulo;De La Ghetto,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,False,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,4,pop
829,Madism;MKJ;Felix Samuel,Pumped Up Kicks,Pumped Up Kicks,145161,False,0.669,0.687,0,-4.753,1,0.043,0.152,1.6e-05,0.308,0.386,123.903,4,house
830,Ruth B.,Safe Haven,Dandelions,233720,False,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,3,pop
831,XXXTENTACION,17,Jocelyn Flores,119133,True,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,hip-hop
832,The Doobie Brothers,Toulouse Street,Listen to the Music,227266,False,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,4,hard-rock
833,PUBLIC,Make You Mine,Make You Mine,232906,False,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,4,rock
834,The Rolling Stones,Aftermath,"Paint It, Black",202266,False,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,4,british
835,A.R. Rahman;A. R. Reihana;Bamba Bakya,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",290526,False,0.687,0.637,10,-9.55,0,0.13,0.12,0.0,0.291,0.56,152.0,4,pop
836,ENHYPEN,BORDER : CARNIVAL,FEVER,172106,False,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,4,k-pop
837,Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,215360,False,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,4,soul
838,3 Doors Down,The Better Life,Kryptonite,233933,False,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,4,metal
839,TV Girl,Who Really Cares,Not Allowed,167864,True,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,4,indie
840,50 Cent,Get Rich Or Die Tryin',In Da Club,193466,True,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,4,hip-hop
841,Drowning Pool,Sinner,Bodies,201960,False,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,4,industrial
842,Nirvana,In Utero - 20th Anniversary Remaster,Dumb,151893,False,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4,alt-rock
843,Pablo Alborán,Prometo,Saturno,253760,False,0.278,0.572,7,-8.295,1,0.0407,0.392,0.0,0.063,0.311,95.351,3,spanish
844,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),Love Me Like You Do,253520,False,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,4,pop
845,Linkin Park,Hybrid Theory (Bonus Edition),In the End,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,grunge
846,Foreigner,Agent Provocateur,I Want to Know What Love Is - 1999 Remaster,304786,False,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,4,hard-rock
847,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),Crazy Train,293183,False,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,4,metal
848,The Plot In You,DISPOSE,FEEL NOTHING,216826,True,0.448,0.825,4,-5.307,0,0.0621,0.00353,0.0,0.108,0.226,144.17,4,metal
849,Ariana Grande;Doja Cat,Positions,motive (with Doja Cat),167989,True,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,4,dance
850,Cheat Codes;Russell Dickerson,I Remember,I Remember,168117,False,0.57,0.737,1,-4.27,0,0.0685,0.0314,0.0,0.248,0.621,100.052,4,house
851,Mitski,Be the Cowboy,Washing Machine Heart,128198,False,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4,indie-pop
852,XXXTENTACION,17,Carry On,129720,True,0.735,0.197,3,-13.378,0,0.537,0.768,0.000276,0.296,0.383,147.899,4,emo
853,Boza,Más Negro Que Rojo,Hecha Pa' Mi,186133,False,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,4,reggaeton
854,Taylor Swift,1989 (Deluxe),Blank Space,231826,False,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4,pop
855,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),Paralyzer,208106,False,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,4,grunge
856,Red Hot Chili Peppers,By the Way (Deluxe Edition),By the Way,216933,False,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4,funk
857,Scorpions,Crazy World,Wind Of Change,312360,False,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,4,german
858,Franz Ferdinand,This fffire,This fffire - New Version,218080,False,0.442,0.887,4,-5.943,0,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,4,alternative
859,Glass Animals,Heat Waves (Expansion Pack),Heat Waves - Slowed,262248,False,0.633,0.55,9,-9.965,1,0.0924,0.649,0.000363,0.147,0.333,147.099,4,indie-pop
860,The Chainsmokers;Daya,Don't Let Me Down,Don't Let Me Down,208373,False,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4,edm
861,Bad Bunny,Un Verano Sin Ti,Aguacero,210989,False,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,5,latino
862,Blind Melon,Blind Melon,No Rain,217106,False,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,4,metal
863,Trevor Daniel,Nicotine,Falling,159381,False,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4,pop
864,Rixton,Let The Road,Me And My Broken Heart,193733,False,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,4,rock
865,Tiësto,The Business,The Business,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,edm
866,Guns N' Roses,Use Your Illusion I,Don't Cry (Original),283733,False,0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,4,hard-rock
867,NMIXX,AD MARE,O.O,172936,False,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,4,k-pop
868,awfultune,I Met Sarah in the Bathroom,I Met Sarah in the Bathroom,121374,True,0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,4,indie-pop
869,SadBoyProlific,Dead and Cold,Dead and Cold,89624,True,0.622,0.467,2,-9.889,0,0.568,0.872,2.15e-06,0.0931,0.716,87.967,5,sad
870,Twenty One Pilots,Blurryface,Ride,214506,False,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4,rock
871,Sean Paul,The Trinity,Temperature,218573,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,dancehall
872,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,metal
873,Bad Bunny;Jowell & Randy;Ñengo Flow,YHLQMDLG,Safaera,295176,True,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,4,reggaeton
874,Fall Out Boy,From Under The Cork Tree,"Dance, Dance",180266,False,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,4,emo
875,Julia Michaels;Niall Horan,Inner Monologue Part 1,What A Time (feat. Niall Horan),173306,False,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,4,dance
876,Creedence Clearwater Revival,Green River (Expanded Edition),Bad Moon Rising,141600,False,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,4,country
877,Zion & Lennox,Motivando a la Yal,Yo Voy (feat. Daddy Yankee),232019,False,0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,4,latino
878,Damso,Ipséité,Δ. Dieu ne ment jamais,199346,True,0.756,0.736,11,-7.719,1,0.0443,0.0597,4.98e-06,0.0373,0.612,115.985,4,french
879,The Offspring,Americana,Pretty Fly (For A White Guy),188666,False,0.723,0.895,11,-3.707,0,0.102,0.088,0.0,0.0717,0.963,143.373,4,punk-rock
880,Danny Ocean,54+1,Me Rehúso,205714,False,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,4,latino
